S.No,District,Total Positive Cases as on 19.02.2021,Discharged Cases as on 19.02.2021,Active Cases as on 19.02.2021,Death Cases as on 19.02.2021
1,Ariyalur,4720,4660,11,49
2,Chengalpattu,52356,51206,374,776
3,Chennai,234072,228315,1623,4134
4,Coimbatore,55368,54282,407,679
5,Cuddalore,25102,24729,86,287
6,Dharmapuri,6642,6557,30,55
7,Dindigul,11396,11142,55,199
8,Erode,14692,14411,131,150
9,Kallakurichi,10903,10784,11,108
10,Kancheepuram,29421,28910,66,445
11,Kanniyakumari,17014,16685,68,261
12,Karur,5483,5390,43,50
13,Krishnagiri,8129,7984,27,118
14,Madurai,21181,20649,72,460
15,Nagapattinam,8562,8374,55,133
16,Namakkal,11765,11610,44,111
17,Nilgiris,8308,8204,56,48
18,Perambalur,2281,2254,6,21
19,Pudukkottai,11628,11445,26,157
20,Ramanathapuram,6450,6299,14,137
21,Ranipet,16201,15982,30,189
22,Salem,32632,32113,53,466
23,Sivaganga,6740,6566,48,126
24,Tenkasi,8504,8301,44,159
25,Thanjavur,17954,17604,101,249
26,Theni,17140,16908,25,207
27,Thoothukudi,16333,16167,23,143
28,Tiruchirappalli,14912,14661,67,184
29,Tirunelveli,15689,15422,53,214
30,Tirupathur,7622,7481,15,126
31,Tiruppur,18214,17879,112,223
32,Tiruvallur,43992,43136,160,696
33,Tiruvannamalai,19455,19126,45,284
34,Tiruvarur,11309,11145,53,111
35,Vellore,20917,20510,57,350
36,Villupuram,15245,15107,26,112
37,Virudhunagar,16636,16385,19,232
38,Airport Surveillance (International),946,939,6,1
39,Airport Surveillance (Domestic),1043,1037,5,1
40,Railway Surveillance,428,428,0,0
Total,Grand Total,847385,830787,4147,12451
