S.No,District,Total Positive Cases as on 12.02.2021,Discharged Cases as on 12.02.2021,Active Cases as on 12.02.2021,Death Cases as on 12.02.2021
1,Ariyalur,4709,4651,9,49
2,Chengalpattu,52003,50946,285,772
3,Chennai,233046,227363,1562,4121
4,Coimbatore,55063,53925,461,677
5,Cuddalore,25045,24672,86,287
6,Dharmapuri,6621,6542,25,54
7,Dindigul,11341,11093,49,199
8,Erode,14590,14283,157,150
9,Kallakurichi,10895,10776,11,108
10,Kancheepuram,29362,28832,89,441
11,Kanniyakumari,16945,16607,79,259
12,Karur,5451,5372,29,50
13,Krishnagiri,8102,7970,15,117
14,Madurai,21118,20587,71,460
15,Nagapattinam,8528,8335,60,133
16,Namakkal,11723,11563,49,111
17,Nilgiris,8271,8180,44,47
18,Perambalur,2277,2248,8,21
19,Pudukkottai,11609,11424,29,156
20,Ramanathapuram,6429,6283,9,137
21,Ranipet,16172,15945,38,189
22,Salem,32561,32012,83,466
23,Sivaganga,6697,6548,23,126
24,Tenkasi,8480,8278,43,159
25,Thanjavur,17876,17497,130,249
26,Theni,17122,16883,32,207
27,Thoothukudi,16304,16149,14,141
28,Tiruchirappalli,14837,14536,120,181
29,Tirunelveli,15656,15382,60,214
30,Tirupathur,7609,7463,20,126
31,Tiruppur,18106,17759,125,222
32,Tiruvallur,43834,42903,239,692
33,Tiruvannamalai,19416,19097,35,284
34,Tiruvarur,11265,11108,48,109
35,Vellore,20861,20426,86,349
36,Villupuram,15223,15087,24,112
37,Virudhunagar,16612,16351,30,231
38,Airport Surveillance (International),946,939,6,1
39,Airport Surveillance (Domestic),1040,1037,2,1
40,Railway Surveillance,428,428,0,0
Total,Grand Total,844173,827480,4285,12408
