S.No,District,Total Positive Cases as on 02.01.2021,Discharged Cases as on 02.01.2021,Active Cases as on 02.01.2021,Death Cases as on 02.01.2021
1,Ariyalur,4633,4577,8,48
2,Chengalpattu,50159,48840,575,744
3,Chennai,225998,219518,2462,4018
4,Coimbatore,52496,51063,779,654
5,Cuddalore,24707,24292,132,283
6,Dharmapuri,6435,6290,92,53
7,Dindigul,10981,10631,153,197
8,Erode,13756,13313,299,144
9,Kallakurichi,10802,10679,15,108
10,Kancheepuram,28762,28065,263,434
11,Kanniyakumari,16387,15980,151,256
12,Karur,5191,5055,86,50
13,Krishnagiri,7889,7692,81,116
14,Madurai,20573,19959,161,453
15,Nagapattinam,8182,7917,134,131
16,Namakkal,11250,10951,190,109
17,Nilgiris,7968,7807,115,46
18,Perambalur,2258,2233,4,21
19,Pudukkottai,11419,11203,61,155
20,Ramanathapuram,6328,6167,27,134
21,Ranipet,15927,15691,55,181
22,Salem,31657,30864,331,462
23,Sivaganga,6543,6352,65,126
24,Tenkasi,8277,8070,49,158
25,Thanjavur,17236,16754,244,238
26,Theni,16914,16639,71,204
27,Thoothukudi,16092,15867,84,141
28,Tiruchirappalli,14221,13852,193,176
29,Tirunelveli,15314,14985,118,211
30,Tirupathur,7464,7275,64,125
31,Tiruppur,17144,16633,292,219
32,Tiruvallur,42728,41688,361,679
33,Tiruvannamalai,19169,18818,69,282
34,Tiruvarur,10948,10749,90,109
35,Vellore,20266,19741,185,340
36,Villupuram,15023,14804,109,110
37,Virudhunagar,16364,16038,97,229
38,Airport Surveillance (International),930,925,4,1
39,Airport Surveillance (Domestic),1026,1022,3,1
40,Railway Surveillance,428,428,0,0
Total,Grand Total,819845,799427,8272,12146
