S.No,District,Total Positive Cases as on 03.08.2021,Discharged Cases as on 03.08.2021,Active Cases as on 03.08.2021,Death Cases as on 03.08.2021
1,Ariyalur,15834,15377,221,236
2,Chengalpattu,162336,158746,1183,2407
3,Chennai,538727,528603,1802,8322
4,Coimbatore,230012,225787,2043,2182
5,Cuddalore,60652,59099,740,813
6,Dharmapuri,26188,25604,349,235
7,Dindigul,32235,31431,180,624
8,Erode,94217,91971,1612,634
9,Kallakurichi,29199,28527,474,198
10,Kancheepuram,71839,70188,445,1206
11,Kanniyakumari,60176,58835,321,1020
12,Karur,22691,22181,159,351
13,Krishnagiri,41446,40810,314,322
14,Madurai,73562,72158,259,1145
15,Mayiladuthurai,21116,20573,274,269
16,Nagapattinam,18769,18080,400,289
17,Namakkal,47365,46352,562,451
18,Nilgiris,30657,29963,514,180
19,Perambalur,11507,11182,101,224
20,Pudukkottai,28210,27529,314,367
21,Ramanathapuram,20058,19584,124,350
22,Ranipet,42013,41036,235,742
23,Salem,93643,91073,1004,1566
24,Sivaganga,18862,18396,268,198
25,Tenkasi,26876,26250,145,481
26,Thanjavur,68218,66319,1050,849
27,Theni,42962,42302,146,514
28,Thoothukudi,55139,54526,216,397
29,Tiruchirappalli,72635,70975,692,968
30,Tirunelveli,47958,47224,306,428
31,Tirupathur,28310,27470,239,601
32,Tiruppur,88072,86335,891,846
33,Tiruvallur,113707,111162,788,1757
34,Tiruvannamalai,52175,50965,572,638
35,Tiruvarur,37952,37199,382,371
36,Vellore,48136,46716,325,1095
37,Villupuram,43933,43222,370,341
38,Virudhunagar,45541,44812,189,540
39,Airport Surveillance (International),1018,1010,7,1
40,Airport Surveillance (Domestic),1078,1076,1,1
41,Railway Surveillance,428,428,0,0
Total,Grand Total,2565452,2511076,20217,34159
