S.No,District,Total Positive Cases as on 18.02.2021,Discharged Cases as on 18.02.2021,Active Cases as on 18.02.2021,Death Cases as on 18.02.2021
1,Ariyalur,4717,4658,10,49
2,Chengalpattu,52310,51168,366,776
3,Chennai,233936,228176,1629,4131
4,Coimbatore,55319,54237,403,679
5,Cuddalore,25095,24721,87,287
6,Dharmapuri,6639,6555,29,55
7,Dindigul,11393,11138,56,199
8,Erode,14675,14396,129,150
9,Kallakurichi,10903,10783,12,108
10,Kancheepuram,29405,28897,64,444
11,Kanniyakumari,17004,16675,69,260
12,Karur,5480,5387,43,50
13,Krishnagiri,8127,7982,27,118
14,Madurai,21175,20642,73,460
15,Nagapattinam,8559,8370,56,133
16,Namakkal,11761,11604,46,111
17,Nilgiris,8297,8201,48,48
18,Perambalur,2281,2253,7,21
19,Pudukkottai,11627,11440,31,156
20,Ramanathapuram,6447,6295,15,137
21,Ranipet,16200,15977,34,189
22,Salem,32620,32098,56,466
23,Sivaganga,6739,6559,54,126
24,Tenkasi,8501,8294,48,159
25,Thanjavur,17942,17593,100,249
26,Theni,17138,16902,29,207
27,Thoothukudi,16331,16165,23,143
28,Tiruchirappalli,14901,14648,69,184
29,Tirunelveli,15684,15416,54,214
30,Tirupathur,7621,7479,16,126
31,Tiruppur,18198,17867,108,223
32,Tiruvallur,43961,43100,165,696
33,Tiruvannamalai,19450,19121,45,284
34,Tiruvarur,11299,11139,50,110
35,Vellore,20910,20499,61,350
36,Villupuram,15242,15102,28,112
37,Virudhunagar,16633,16379,22,232
38,Airport Surveillance (International),946,939,6,1
39,Airport Surveillance (Domestic),1043,1037,5,1
40,Railway Surveillance,428,428,0,0
Total,Grand Total,846937,830320,4173,12444
