S.No,District,Total Positive Cases as on 03.02.2021,Discharged Cases as on 03.02.2021,Active Cases as on 03.02.2021,Death Cases as on 03.02.2021
1,Ariyalur,4697,4631,17,49
2,Chengalpattu,51641,50584,287,770
3,Chennai,231711,226013,1587,4111
4,Coimbatore,54575,53461,443,671
5,Cuddalore,24948,24617,46,285
6,Dharmapuri,6594,6516,24,54
7,Dindigul,11277,11006,72,199
8,Erode,14428,14098,180,150
9,Kallakurichi,10878,10760,10,108
10,Kancheepuram,29288,28728,121,439
11,Kanniyakumari,16862,16503,101,258
12,Karur,5413,5325,38,50
13,Krishnagiri,8084,7932,35,117
14,Madurai,21033,20486,89,458
15,Nagapattinam,8465,8273,59,133
16,Namakkal,11664,11463,90,111
17,Nilgiris,8223,8118,58,47
18,Perambalur,2269,2241,7,21
19,Pudukkottai,11576,11380,40,156
20,Ramanathapuram,6417,6271,9,137
21,Ranipet,16134,15912,35,187
22,Salem,32457,31869,122,466
23,Sivaganga,6672,6520,26,126
24,Tenkasi,8435,8244,32,159
25,Thanjavur,17747,17389,111,247
26,Theni,17086,16856,25,205
27,Thoothukudi,16283,16123,19,141
28,Tiruchirappalli,14708,14424,104,180
29,Tirunelveli,15600,15319,68,213
30,Tirupathur,7584,7437,21,126
31,Tiruppur,17965,17531,213,221
32,Tiruvallur,43626,42770,165,691
33,Tiruvannamalai,19369,19055,31,283
34,Tiruvarur,11210,11054,47,109
35,Vellore,20769,20319,102,348
36,Villupuram,15197,15053,32,112
37,Virudhunagar,16575,16322,22,231
38,Airport Surveillance (International),940,937,2,1
39,Airport Surveillance (Domestic),1038,1033,4,1
40,Railway Surveillance,428,428,0,0
Total,Grand Total,839866,823001,4494,12371
