S.No,District,Total Positive Cases as on 02.02.2021,Discharged Cases as on 02.02.2021,Active Cases as on 02.02.2021,Death Cases as on 02.02.2021
1,Ariyalur,4698,4629,20,49
2,Chengalpattu,51607,50544,295,768
3,Chennai,231563,225869,1584,4110
4,Coimbatore,54500,53407,422,671
5,Cuddalore,24942,24611,46,285
6,Dharmapuri,6593,6510,29,54
7,Dindigul,11274,10994,81,199
8,Erode,14410,14078,182,150
9,Kallakurichi,10878,10759,11,108
10,Kancheepuram,29281,28708,134,439
11,Kanniyakumari,16847,16488,101,258
12,Karur,5406,5323,33,50
13,Krishnagiri,8082,7925,40,117
14,Madurai,21025,20471,97,457
15,Nagapattinam,8455,8264,59,132
16,Namakkal,11659,11451,97,111
17,Nilgiris,8215,8115,53,47
18,Perambalur,2267,2240,6,21
19,Pudukkottai,11574,11378,40,156
20,Ramanathapuram,6416,6268,11,137
21,Ranipet,16131,15902,42,187
22,Salem,32445,31850,129,466
23,Sivaganga,6665,6515,23,127
24,Tenkasi,8431,8239,33,159
25,Thanjavur,17715,17382,86,247
26,Theni,17081,16851,25,205
27,Thoothukudi,16280,16113,26,141
28,Tiruchirappalli,14699,14411,108,180
29,Tirunelveli,15590,15308,69,213
30,Tirupathur,7582,7434,22,126
31,Tiruppur,17943,17512,210,221
32,Tiruvallur,43594,42749,154,691
33,Tiruvannamalai,19365,19052,30,283
34,Tiruvarur,11206,11045,52,109
35,Vellore,20759,20310,101,348
36,Villupuram,15195,15048,35,112
37,Virudhunagar,16573,16317,25,231
38,Airport Surveillance (International),940,937,2,1
39,Airport Surveillance (Domestic),1038,1033,4,1
40,Railway Surveillance,428,428,0,0
Total,Grand Total,839352,822468,4517,12367
